id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURNbUxxSzR3RRAB,The hotel is awesome... It's a little away from main market but that's what makes this place more beautiful. The place is neat and clean and beautifully maintained. The food was delicious and they had a lot many options. Over all its too good., 3 months ago on   Google  ,2023-02-13 15:09:47.308543,5.0,Anju Gupta,0,0,https://www.google.com/maps/contrib/110349479938182947740/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlNExXcUlnEAE,"TGL is Awesome!! Stunning Views, Superb Hospitality, Delicious Food!! Sorry for the long review, but there is so much to write about the resort. Our experience just kept getting better. We were searching for a good resort in Mahabaleshwar for our 1st Wedding Anniversary celebration and our search ended with The Grand Legacy. Booking experience -- We contacted the resort directly and Swapnil helped us with different room options. Very knowledgeable guy who explained about different room options nicely, so we could make an informed decision. Arrival -- This resort is very close from the main Panchgani – Mahabaleshwar main road. We did not have any problems locating the resort. Our Welcome was warm. Check-in was hassle free and seamless. View and Ambience -- THE BEST PART. The location of the resort is such that it is surrounded by a picturesque view of the mountain range and green landscape. It doesn’t matter which room you choose; you are in for the best view. Even a stroll inside the resort was amazing. Night view of the property, the restaurant and the pool is breathtaking!! Rooms & Housekeeping – We opted for the Aqua and Maharaja Suite. The Aqua suite is huge, with a private pool and jacuzzi. As the name suggests, stay in Maharaja suite is “Living like a Maharaja”. The unique wooden interiors, artefacts, curtains, nightlamps, the cushions gave us a Royal feel. Housekeeping was at our service at the very next minute. (Don’t miss the room pics I uploaded) Food – Food in TGL is at the next level. The taste and food quality cannot be explained in words. One needs to enjoy the delicious treat in person. On our special request, the management made a Candlelight dinner arrangement besides the pool with lip-smacking food and a cake. The interior of the restaurant is very classy with unique chandelier and lamps. The food here is pure vegetarian, however if you are a non-vegetarian, you will not regret your dining experience at TGL. The entire staff of The Grand Legacy resort is courteous, prompt and so humble. Overall experience was 10/10. We are looking forward to recreate beautiful memories soon 😊", 4 months ago on   Google  ,2023-02-13 15:09:47.310412,5.0,Vrushank Phatak,0,0,https://www.google.com/maps/contrib/116695184104683622952/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCZ2Ytb3RRRRAB,"It is one of the best restaurants in Mahabaleshwar. We stayed here for 3 days during the last week of December, 22. Ambience is good, most remarkable thing is quality of food. It was really nice experience.", 3 weeks ago on   Google  ,2023-02-13 15:09:47.311699,5.0,Pooja,0,0,https://www.google.com/maps/contrib/111803670395186890043/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUMtLXR5UHlRRRAB,The hotel is really good. Food here is absolutely delicious. Restaurant staff and housekeeping staff is extremely kind and hospitality is …, 3 months ago on   Google  ,2023-02-13 15:09:47.312665,5.0,Pooja Vaya,0,0,https://www.google.com/maps/contrib/103377484661526831491/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCeWZIY2VnEAE,This place is amazing for a stay with family or couple either ways amazing staff lovely place with all the more activities inside the resort amazing spa experience wonderful rooms hospitality at the core more over a mixture of everything needed in place A Must visit ♥️, a month ago on   Google  ,2023-02-13 15:09:47.313852,5.0,Harrsha Ajmera,0,0,https://www.google.com/maps/contrib/114401256400824498870/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURPN1BMWGZnEAE,"We had visited to celebrate my wife's birthday, the hotel staff arranged very beautiful setting for celebrating her birthday. It made her feel very special and we were very happy with all the services hotel staff provided to us. …", 7 months ago on   Google  ,2023-02-13 15:09:47.315104,5.0,Deepak Gada,0,0,https://www.google.com/maps/contrib/111178536644633831818/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUMtX2VXTG1RRRAB,"Good rooms,good food and a lot of amenities are there every person will enjoy this place highly recommended place for family and friends. Has best food", 3 months ago on   Google  ,2023-02-13 15:09:47.316437,5.0,Palash Jain,0,0,https://www.google.com/maps/contrib/106636303635744867340/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCOTRxYUJ3EAE,"Very good hospitality, very humble staff, delicious food. Overall it was a really pleasant stay", a month ago on   Google  ,2023-02-13 15:09:47.317564,5.0,Khursheed Mulla,0,0,https://www.google.com/maps/contrib/106252899120867033791/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlMmFUT09BEAE,"This was my first outing with my wife after marriage. It was very pleasant experience. Staffs are very Professional, Hospitality was wonderful, Enjoyed the food and Resort env. Thanks for your service. Keep doing good .", 3 months ago on   Google  ,2023-02-13 15:09:47.318675,5.0,Marimuthu Kandasamy,0,0,https://www.google.com/maps/contrib/111422734267132255379/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR1Z3NfZXNBRRAB,Service of staff and team of tgl is outstanding. The food prepared by the chef was very delicious and hygienic. Location of the tgl resort is fabulous., 5 months ago on   Google  ,2023-02-13 15:09:47.319835,5.0,Prachi Rai,0,0,https://www.google.com/maps/contrib/107930479565045843773/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUMtMU5QRkx3EAE,Room is clean and good to stay. Location of hotel is near to nature. And food is to to good and delicious and staffs is heart touching too., 3 months ago on   Google  ,2023-02-13 15:09:47.321921,5.0,darshan pethani,0,0,https://www.google.com/maps/contrib/111749652066781302955/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQtcmQyaDZRRRAB,Ausome.........  Excellent is not the word which I can described for this hotel review .  Its  the amazing ...beyond our expectations. Highly recommend, 2 months ago on   Google  ,2023-02-13 15:09:47.323245,5.0,Shweta Bomble,0,0,https://www.google.com/maps/contrib/107019451566674458632/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNPcTZMQXJBRRAB,We stayed here for one night in exotica rooms.... it was a pleasant stay... jacuzzi was awesome (no hot water problems and fills pretty fast)...we enjoyed a lot... rooms could be little bit more improved... …, 7 months ago on   Google  ,2023-02-13 15:09:47.324350,5.0,nikhil sewalkar,0,0,https://www.google.com/maps/contrib/112827255179057671525/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURPNk9iUUZBEAE,"The Grand Legacy Resort (TGL), Mahabaleshwar is one of the best resorts for people of all ages to spend leisure time. …", 7 months ago on   Google  ,2023-02-13 15:09:47.326005,5.0,Prashant Tidke,0,0,https://www.google.com/maps/contrib/107318208510593270621/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURlMmYzcW9RRRAB,"Best place to stay in Mahabaleshwar...Super experience at TGL..right from rooms , food , view , staff , amenities etc...great value for money...will recommend this resort for peace , fun & happiness... Must visit .", 3 months ago on   Google  ,2023-02-13 15:09:47.327445,5.0,Chetan Sethiya,0,0,https://www.google.com/maps/contrib/108629939820831343002/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUQtal9HVVNBEAE,Had a amazing time at TGL..Excellent food.. good and Very cooperative staff.. must visit... 😊😊♥️. …, 2 months ago on   Google  ,2023-02-13 15:09:47.328646,5.0,Jignesh Solanki,0,0,https://www.google.com/maps/contrib/116125444177103372246/reviews?hl=en-US
