id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNlMkxQNnJnRRAB,"Was staying in a Family room with Family for 2 days. Rooms; The bedroom: Was nice, had 2 beds, a TV, wardrobe, table & a mirror.  The bathroom: Was beautifully decorated especially with plants & rocks near the shower with a glass sunroof.  The balcony: Had a swing & a coffee table to relax & make you mornings & evenings memorable during your stay.  Staff & Behavior: The staff is really lovely, always making sure your wants & needs are fulfilled. Really make you feel at home.  Food: Delicious & Authentic Local Cuisine...  Overall remarks: Had a lovely stay & will come again!!", 5 months ago on   Google  ,2023-02-13 14:12:11.089539,5.0,Parimal Chatterjee,0,0,https://www.google.com/maps/contrib/109089109200650000180/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUMtbnJpclNREAE,"Hospitality at its best. All the staff members were at their toes to make sure your comfort is not compromised. Rooms: Beautifully designed, every room haf balcony (with swing, a table and 2 …", 3 months ago on   Google  ,2023-02-13 14:12:11.090599,5.0,Shashi Kumar,0,0,https://www.google.com/maps/contrib/116055923855657472614/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQtcWZlcTN3RRAB,Had attended a friend's wedding. Very spacious and not too far away from Mandwa ferry. An hour's drive but a beautiful drive. …, 2 months ago on   Google  ,2023-02-13 14:12:11.091787,5.0,Abhishek Roychowdhury,0,0,https://www.google.com/maps/contrib/117967297777538391595/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUQtM1lqS1FBEAE,It was really nice stay in this resort. We visited there for second time. Beach was at 5 minutes distance. All amenities in the resort were excellent. Variety of food and was very tasty. All family members including children enjoyed a lot. Staff was polite and cooperative., 2 months ago on   Google  ,2023-02-13 14:12:11.092734,5.0,Meena Vaidya,0,0,https://www.google.com/maps/contrib/113139359797907543607/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCaHNfeHRBRRAB,"Great place in terms of ambience, amenities and on-site restaurant. The owner Mr Rohan Raikar is very humble and passionate about the quality of service his resort provides.  We had a great time by the pool side and enjoyed the delicious meals. There's also a kids play area that helps to keep them busy for couple hours. The beach is walking distance and you can beat the crowd if you go fairly early.  I'd love to visit again in the future.", 3 weeks ago on   Google  ,2023-02-13 14:12:11.093764,5.0,Anand Karandikar,0,0,https://www.google.com/maps/contrib/111323266585032567689/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNobEthVzV3RRAB,"Staff is good, polite. Service is quick. Food is tasty. Cleanliness is well maintained. And on the top of that price wise far better than others as we explored multiple sites for many days.", a week ago on   Google  ,2023-02-13 14:12:11.094994,5.0,Anamika Chaudhary,0,0,https://www.google.com/maps/contrib/112172287995409854501/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCOGZhYi1BRRAB,One of the best that we have experienced so far. The property is very close to Nagaon beach (10 min walking). Property had very good arrangements for food. We went with a toddler and we're a bit apprehensive but place was safe and secure for the kids . They have a play area for kids as well.The balcony area was beautiful.The staff is very helpful and the service is prompt .Will definitely recommend this for people visiting Alibaug, a month ago on   Google  ,2023-02-13 14:12:11.096168,5.0,ashwin P,0,0,https://www.google.com/maps/contrib/102748715922019058595/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURlbGFXMWV3EAE,Property is amazing. Rooms are of high standard and very comfortable. Food and service was remarkable. Lot of trees and plants in and around the property. Beach is very near. You will find many eateries around the property. Highly recommended., 3 months ago on   Google  ,2023-02-13 14:12:11.097208,5.0,Prathmesh Salunkhe,0,0,https://www.google.com/maps/contrib/114189092095136334239/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNlOE8tYTl3RRAB,"Well maintained cleaned property. Nice quality food, variety available. Staffs are really wonderful. Humble always. All facilities available. Nice holiday destination with family and friends.", 5 months ago on   Google  ,2023-02-13 14:12:11.098432,5.0,Supriya Chatterjee,0,0,https://www.google.com/maps/contrib/114131903468877642026/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQtd0xfdXNnRRAB,"Everything was perfect at this place. Staff - polite, wise, helpfull staff, who will cater to every single need at that point in time. No follow ups needed. My reservation was handled by Shravan and he ensured we my parents and us are next to each other and made all provisions for a  comfortable stay. On day one, our room AC broke down at night and the team immediately started to fix. Since they needed an electrician, we were offered to shift to another room till the AC gets fixed without touching our luggage. The next morning, by the time we returned from breakfast - AC was fixed and everyone apologizing for the inconvenience. Service - The above jist just mentioned the level and quality of service. The entire staff was smiling and without any internal issues. . Food -- here is the best part. We ended up all our meals for all our days at the restaurant. The food needs of non spicy, less oil was followed to the T. The breakfast and every meal was superb. .  Hygiene - totally clean and neat. In fact I could locate fireflies in our balcony. .  We really had an amazing time and will cherish the trip. Special thanks to the staff, and owner for maintaining such high quality and standards.", 2 months ago on   Google  ,2023-02-13 14:12:11.099691,5.0,VANDANA RAHEJA MULANI,0,0,https://www.google.com/maps/contrib/110992258783562303122/reviews?hl=en-US
