id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUQtdDg2YXF3RRAB,Rooms were clean and well kept a bit pricey in my opinion but still it was fine breakfast buffet was really good but i feel it lacked few live items, 2 months ago on   Google  ,2023-02-13 15:37:51.257503,5.0,shreyans sheth,0,0,https://www.google.com/maps/contrib/116226593022229816469/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCazl6bmh3RRAB,"The only good star hotel in Latur, staff was good and supportive in the sense that one and half day charge was done for one and half a day stay, else most of the hotels would charge for 2 days", a month ago on   Google  ,2023-02-13 15:37:51.258883,5.0,Syed Akhtar,0,0,https://www.google.com/maps/contrib/100394472700305313693/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUR1bmN2c1V3EAE,Nice hotel. Best place for stay in latur. Also staff is very helpful. Beautiful arrangment of rooms and all., 5 months ago on   Google  ,2023-02-13 15:37:51.260249,5.0,Dnyanesh Gosavi,0,0,https://www.google.com/maps/contrib/103386051861261112561/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURldWYzMmxBRRAB,Great place to stay for work as well as leisure. Great service and friendly staffs which makes the stay feel like home., 3 months ago on   Google  ,2023-02-13 15:37:51.261388,5.0,Kiyamudin Shabbir,0,0,https://www.google.com/maps/contrib/108137207420383631635/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUMyOXFxOTRRRRAB,"Nice Hotel. Very Happy To See Such Beautiful Arrangements. Wedding Hall Was good. There Are Arrangements Like Lift, Swimming Pool aAd Garden Etc. The Servings Were Nice. But Rooms For Our Driver. That Facilities Are Not So Good. There Was So Uncleaned Room And Wash Room And Even The Bathroom Has No Lights", 9 months ago on   Google  ,2023-02-13 15:37:51.262526,5.0,Anya Mehra,0,0,https://www.google.com/maps/contrib/112381833547885479938/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNleGFIQ2dRRRAB,"The rooms were clean, good and the food was perfect. And also there management", 4 months ago on   Google  ,2023-02-13 15:37:51.263858,5.0,hassan sidhu,0,0,https://www.google.com/maps/contrib/104956222611186613809/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCbHR1MTJnRRAB,Good hotel in latur which provides luxurious amenities for peoples, a month ago on   Google  ,2023-02-13 15:37:51.265044,5.0,Dr Ramesh Bharate,0,0,https://www.google.com/maps/contrib/109936983028263109015/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUMtbHNyN21nRRAB,Hotel is good just i request to arrange a Driver room also., 3 months ago on   Google  ,2023-02-13 15:37:51.266249,5.0,Trans Ways,0,0,https://www.google.com/maps/contrib/113271603936611497063/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXdDRQSktnEAE,"It's a good comfortable place in latur . They have good rooms, location is close to railway station. Breakfast is really good , anyone going to latur must consider this hotel to stay or freshen up . It's good in terms of cleanliness and service", 10 months ago on   Google  ,2023-02-13 15:37:51.267367,5.0,Amol Rathod,0,0,https://www.google.com/maps/contrib/113086680454512837281/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNPaXRtdHhBRRAB,Fantastic Hotel in Solapur. Best of best in Solapur. Superb Rooms and Swimming Pool. Pool View Rooms awesome. Buffet Breakfast delicious. Must Visit., 8 months ago on   Google  ,2023-02-13 15:37:51.268380,5.0,Kishor Aradwad,0,0,https://www.google.com/maps/contrib/107063497976259320580/reviews?hl=en-US
