id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNoX3B2WHF3RRAB,,2 minutes ago,2023-02-14 16:51:11.801594,5.0,manoj gawande,0,0,https://www.google.com/maps/contrib/116315820308069718092/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoX3F1NGN3EAE,,7 minutes ago,2023-02-14 16:51:11.804737,3.0,Rohini Shinge,0,0,https://www.google.com/maps/contrib/100101371895997227650/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoX3Vqa1hBEAE,Really good day out. Beautiful! Highly recommended!,3 hours ago,2023-02-14 16:51:11.811754,5.0,Wojciech Betlej,0,0,https://www.google.com/maps/contrib/107819325316727772837/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodnQtSm9BRRAB,Awesome place a must visit to n a life,3 hours ago,2023-02-14 16:51:11.815907,5.0,Subhabrata Ghosal,0,0,https://www.google.com/maps/contrib/116481116674213103146/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodnV1UzlBRRAB,,4 hours ago,2023-02-14 16:51:11.824686,5.0,Mandar Joshi,0,0,https://www.google.com/maps/contrib/111642857017858052495/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodnJQMnBnRRAB,,4 hours ago,2023-02-14 16:51:11.826576,3.0,Pushpraj Singh,0,0,https://www.google.com/maps/contrib/104306433023454963273/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodnNhcExREAE,Kailashnath temple was the best and well preserved.,6 hours ago,2023-02-14 16:51:11.828064,4.0,Sriram Baskaran,0,0,https://www.google.com/maps/contrib/117616568610569474242/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodnRLRTJBRRAB,,7 hours ago,2023-02-14 16:51:11.829457,4.0,032 Sai Krishna,0,0,https://www.google.com/maps/contrib/107421233199571396184/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodm9LNENBEAE,,7 hours ago,2023-02-14 16:51:11.830848,5.0,Dr. Sumit Ghodasara,0,0,https://www.google.com/maps/contrib/101639564718971952363/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoM3UtMlZ3EAE,It's wonderful..,9 hours ago,2023-02-14 16:51:11.832136,5.0,Shashikant Nikam,0,0,https://www.google.com/maps/contrib/117798088069545644461/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNobnZLMUxREAE,,17 hours ago,2023-02-14 16:51:18.348212,5.0,Johnny K,0,0,https://www.google.com/maps/contrib/100058923218482800926/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNobm9ETHpnRRAB,,18 hours ago,2023-02-14 16:51:18.349280,4.0,M.S.SHANKARA NARAYANA RAO RAO,0,0,https://www.google.com/maps/contrib/113170515116986562573/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoN3Q2WjV3RRAB,"Marvelous site. In today's world with all modern equipments, still we can't recreate such Marvels. Please preserve this.",20 hours ago,2023-02-14 16:51:18.350490,4.0,Pradeep Janardan Raut,0,0,https://www.google.com/maps/contrib/109329637450105977068/reviews?hl=en-US
