id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURlNHNTc0hREAE,"Excellent experience. Magnificent structures and views all around. Locals are really not helpful and give all false information. There are a total of 34 caves among which I felt Cave 16 which is the centre one as soon as we enter and Cave 29 which is a bit far are excellent. For cave 16, If you are fit enough try to climb the hill for the top view. En route to Cave 29, you will get a waterfall and the view is really amazing. Even though this is inside, Cave 29 is huge make sure you don't miss it. It's a holiday on Tuesday(check once before you leave). It will take around 3-4 hours depending on the time you use to take pics. Overall a nice experience. Note: You won't get food inside only water so make sure you get something to eat. Since the overall duration will be more.",4 months ago,2023-02-14 20:04:03.041969,5.0,rakshith gowda,0,0,https://www.google.com/maps/contrib/117327021636314104951/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURlcXRpWG5RRRAB,"Amazing buildings carved from the top to the mountains.  This place has Hindu, Buddha and Jain temple side by side which is a living example of religious harmony existed in India. One of the caves has a 3 story building which will surprise any one who is working in the architecture field. This place has also a nice waterfall which is falling from the top of the building. A nice place to visit with family.",4 months ago,2023-02-14 20:04:03.043824,5.0,Aboobeker Chemmala,0,0,https://www.google.com/maps/contrib/108597582993177177805/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUR1emU3ck5nEAE,"Amazing caves. It was indeed a pleasure visiting this place. Please take the tickets online to avoid the queue. You can avail the taxi inside to visit caves 32, 22 and 27. It was amazing. The waterfall is breathtaking and you can also go below the fall. Each cave has its uniqueness. Kailash temple is an architectural marvel. The top view is amazing. Some of the Caves have multi-stories. You might need one full day to visit all the caves properly. Watch the caves closely so that you can see the mural paintings also in the ceiling and walls. Please check the day, it will be closed all Monday.",5 months ago,2023-02-14 20:04:03.045680,5.0,Srijith S,0,0,https://www.google.com/maps/contrib/116571735613454996847/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUR1ckpia2NBEAE,"This place is simply amazing, we thought we can see all the caves in about 2 hrs but we were truly mistaken, it would take close to 3 and half to completely see all the caves. They also have great garden in the compound where you can sit and relax. The authorities have maintained the cave premises very well... It's a must see place... Truly recommended",5 months ago,2023-02-14 20:04:03.047390,5.0,Sajay Nair,0,0,https://www.google.com/maps/contrib/108029880739417636580/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNPcUxLMXFBRRAB,"Absolutely fantastic, this visit here is the highlight of my stay in India so far, it's really impossible to describe. There isn't very much I can add to the hundreds of reviews already posted, here are some of the 200 photos I took on the day. If you get the chance to see the caves and the kailash temple don't hesitate, just do it, you won't be sorry.",8 months ago,2023-02-14 20:04:03.049705,5.0,David Bosworth.,0,0,https://www.google.com/maps/contrib/109399179026228975708/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNPZzgtdFpnEAE,"Ellora caves are 3 religious Hindu, Buddhist, Jain's it's surely visitable place children will enjoy 💯 It will take whole day to see all caves Guides are available they will explain the all history and importance of some statues. I enjoyed the place with whole day with family. Thank you",7 months ago,2023-02-14 20:04:03.051486,5.0,RAGHURAMI REDDY PUNURU,0,0,https://www.google.com/maps/contrib/112967657615180763500/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCbUtfUXNRRRAB,One of the best tourist places of India. Fittingly given the World Heritage tag by UNESCO. Each & every cave enthralls the tourists with its beauty. Cave 16 is the standout among all. Total time to visit all the caves would be around 3 to 4 hours.,a month ago,2023-02-14 20:04:03.054165,5.0,Mahaprasad Satpathy,0,0,https://www.google.com/maps/contrib/107319418318415525049/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR1dHNmVXdnRRAB,"Beautiful destination to explore. There are around 34 caves open for people to visit. One of them is kailash temple, carved out of single rock it is an epitome of ancient Indian architecture. It is dedicated to Lord Shiva. There are various sculptures of other Hindu deities also. Some of the caves are also dedicated to Buddhist and Jain deities. One of UNESCO world heritage this place is one of major tourist attractions.",5 months ago,2023-02-14 20:04:03.056187,5.0,Bhumi Patel,0,0,https://www.google.com/maps/contrib/106342522514963324615/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURVdHBtcEJBEAE,World class tourist place. Recommend to visit during rainy or winter time. Amazing!! Will require a whole day trip if you want to walk through all the caves. Bring drinking water during hot summer walk.,8 months ago,2023-02-14 20:04:17.961238,5.0,phiphob sodsee,0,0,https://www.google.com/maps/contrib/115992019873723099106/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURCNmRUTkVBEAE,"If u love heritage and history, get ready to experience love at first sight! U can only get lost in the imagination of how beautiful these caves might look at those times. Amazing to see how people have built such a huge place 1500-2000 years ago! Do take a guide to understand it properly. Well maintained with security staff at Caves to manage crowds.",3 weeks ago,2023-02-14 20:04:17.963548,5.0,Mahabaleshwar Naik,0,0,https://www.google.com/maps/contrib/109938920171208291297/reviews?hl=en-US
