id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUMtanMyUG9RRRAB,"This is very good hotel. It has big rooms. Indoor parking, enough parking space for your car in basement  which is rare and great. In house resturant and prompt service. Rated 5 star in all areas.", 3 months ago on   Google  ,2023-02-13 13:21:50.634472,5.0,Hrishikesh Tiwary,0,0,https://www.google.com/maps/contrib/109273826251294747182/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNlLUstYjd3RRAB,"Wonderful stay and great location.All amenities provided by hotels are upto the mark.Food ,breakfast ,room services , hygiene are really commendable.Staff is very supportive and polite.Ample space at the location with huge basement parking space.", 5 months ago on   Google  ,2023-02-13 13:21:50.635766,5.0,Tarun Shukla,0,0,https://www.google.com/maps/contrib/107310104023654510463/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUQtN3RQR2ZREAE,"A well placed, old yet charming hotel. Pure vegetarian food, tasty and slightly overpriced. Rooms are nice and spacious with clean and well-maintained bathrooms.", 2 months ago on   Google  ,2023-02-13 13:21:50.636907,5.0,indu mishra,0,0,https://www.google.com/maps/contrib/111322113037884934402/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNleElMRFlREAE,"It was pleasant stay for me at this place.Room service , Hospitality,hygiene everything was upto the mark.Breakfast ,taste of food was mouth watering. A great and wonderful ,enjoyable stay for me.", 5 months ago on   Google  ,2023-02-13 13:21:50.637844,5.0,Tarun Shukla,0,0,https://www.google.com/maps/contrib/117388996843873793227/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXbk5mNktREAE,"The places we prefer vary according to our taste, culture and mood, along with our experience and our first impression of the place. The place is quiet atmosphere, its light-colored interior and its elegant, glamorous decor, The restaurant …", 11 months ago on   Google  ,2023-02-13 13:21:50.638752,5.0,Saurav Jain,0,0,https://www.google.com/maps/contrib/113752715227202975704/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHMGQ2b1pnEAE,Excellent hotel with a vegetarian restaurant. Good spacious rooms and service. Appears to be a genuine business hotel but also good for family. …, a year ago on   Google  ,2023-02-13 13:21:50.639709,5.0,Dhirendra Kumar Panda,0,0,https://www.google.com/maps/contrib/102767178113416164104/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQycVB2NjhnRRAB,"I had stayed with my family and had a best in class experience with the Hotel. The staffs were extremely friendly, especially Mr. Piyush was very helpful throughout our stay. They offer delectable food and they also have South Indian in their breakfast menu which is an added advantage for South Indian families. Kudos to the management and the team.", 9 months ago on   Google  ,2023-02-13 13:21:50.640796,5.0,Vishal Chandar,0,0,https://www.google.com/maps/contrib/116285899629667463475/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNlMjRMN0lnEAE,Food is next level...very fast service.. awesome ambience...well mannered staff.., 4 months ago on   Google  ,2023-02-13 13:21:50.641788,5.0,Sridevi Jawadi,0,0,https://www.google.com/maps/contrib/108729739892808105594/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHLWZPWFZnEAE,Very nice hotel for stay. Located in the heart of the city. Well connected to any part of the city. We drive our car here and parking was available in basement. Rooms are very spacious and was equipped with all the amenities. Rooms service was very good and prompt. Staff was very polite. Food was yummy., a year ago on   Google  ,2023-02-13 13:21:50.642736,5.0,Amol Nandedkar,0,0,https://www.google.com/maps/contrib/115339651924190311149/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR1emZfb21BRRAB,"Best for conference, meeting and leave best hotel best environment best staff all things all best visit once in Nagpur", 5 months ago on   Google  ,2023-02-13 13:21:50.643730,5.0,CK Stores,0,0,https://www.google.com/maps/contrib/103303159801824229608/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtbzR6MXVRRRAB,Nice place 😍 Thank you …, a year ago on   Google  ,2023-02-13 13:21:50.644696,5.0,Muskaan Bhargava,0,0,https://www.google.com/maps/contrib/116364225588189454455/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQtbDhqYXVBRRAB,"Spacious place with good parking, well maintained with good staff.", 2 months ago on   Google  ,2023-02-13 13:21:50.646071,5.0,Shubham Hardwani,0,0,https://www.google.com/maps/contrib/114550845773751698557/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNPNDh2VWhBRRAB,Staff and room service is very nice. Checked-in unplanned as desired hotel was full. Next time this will be prebooked, 7 months ago on   Google  ,2023-02-13 13:21:50.647060,5.0,Harender Mishra,0,0,https://www.google.com/maps/contrib/107214730681514747518/reviews?hl=en-US
