id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNodnI3Y3ZnRRAB,I loved it! Definitely recommend getting a tour guide. You gets perks plus get to learn history. Love Coca Cola ❤️ a few pictures added.,6 hours ago,2023-02-14 16:53:05.041806,5.0,Tereza Martinez,0,0,https://www.google.com/maps/contrib/118056189208948272322/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodnBDMkZnEAE,,9 hours ago,2023-02-14 16:53:05.044358,5.0,Carlos Torrens,0,0,https://www.google.com/maps/contrib/115788285973996911832/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoM3ZQaHVBRRAB,,10 hours ago,2023-02-14 16:53:05.049035,4.0,Jonathan Chaparro,0,0,https://www.google.com/maps/contrib/104193807537480758611/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNobnBHdVFBEAE,"Really enjoyed it. The gift shop had so many things I wanted. We went later in the day and stayed until close. It was nice walking through a second time and enjoying everything without people. The gift shop line was insane at close. I decided to actually leave and come back the next day. If you just want to hit the gift shop, you dont have to pay admission! All you can drink soda was included*",16 hours ago,2023-02-14 16:53:05.051545,5.0,Dylan B !!,0,0,https://www.google.com/maps/contrib/115477323428555533156/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNobnBUa3R3RRAB,Any coke lovers dream. I have been here several times and have enjoyed each visit. I especially love the history behind making the coke product and seeing the 4d of coke being delivered around the world. You even can try samples of coke and coke products toward the end of the tour. I would like another ticket please!,18 hours ago,2023-02-14 16:53:05.052913,4.0,Scott Heslop,0,0,https://www.google.com/maps/contrib/111470377641918580259/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoam9mbDBRRRAB,,a day ago,2023-02-14 16:53:05.057322,5.0,Gordy Lin,0,0,https://www.google.com/maps/contrib/102935032930717835637/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoanFQNER3EAE,Great experience with a great staff! Try the Melon Apple Fanta!,a day ago,2023-02-14 16:53:05.059474,5.0,Matthew Brown,0,0,https://www.google.com/maps/contrib/103306025404878120941/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoam83YWlnRRAB,Definitely worth the ticket price! Good museum of all kinds of Coke related stuff from current and past. They have a tasting room which has unique drinks from all over the world! We enjoyed our time there and would recommend it to any coke enthusiasts.,a day ago,2023-02-14 16:53:05.061267,5.0,Alex Sanders,0,0,https://www.google.com/maps/contrib/112551487967765083206/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoanJxU0d3EAE,"Nice , 7 to 8 types of drinks with almost 9 different flavors each",a day ago,2023-02-14 16:53:05.064857,4.0,Prabhakar Reddy Jinna,0,0,https://www.google.com/maps/contrib/115255935482081087093/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoOXZuZHRnRRAB,,a day ago,2023-02-14 16:53:05.066009,5.0,Oscar Jiménez,0,0,https://www.google.com/maps/contrib/116771356566837710287/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodHZpQzZRRRAB,My BFF and I took my cousin to the World of Coke on yesterday to celebrate her birthday.  We had a great time. But our favorite Coke Ambassador was CHARLY in the Milestone room. She was so full of energy and knowledge.  We were fascinated with this young lady. We couldn't believe she had memorized all this Coke history.  She made it fun to listen to.  She needs to train the other Ambassadors. Thank you CHARLY for an awesome experience.  We learned so much about Coke yesterday.,a day ago,2023-02-14 16:53:12.321173,5.0,Stacy Fitz,0,0,https://www.google.com/maps/contrib/106883763632427111259/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoNXBfMTJ3RRAB,Very interesting place to know the history and how the manufacturing works,2 days ago,2023-02-14 16:53:12.322956,5.0,Roberto G,0,0,https://www.google.com/maps/contrib/101265691460659291443/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoNXZuUVVREAE,,2 days ago,2023-02-14 16:53:12.324006,5.0,Stephen Gatlin,0,0,https://www.google.com/maps/contrib/111280916291073420660/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoNW9IQUFnEAE,,2 days ago,2023-02-14 16:53:12.325147,5.0,Hoilik Chan,0,0,https://www.google.com/maps/contrib/100695993815497938115/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoNW9qWlB3EAE,(Translated by Google) Very interesting!  (Original) Très intéressant!,2 days ago,2023-02-14 16:53:12.326726,5.0,Steve Lacoursière,0,0,https://www.google.com/maps/contrib/100103719309824352977/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNocHU3SjNRRRAB,,2 days ago,2023-02-14 16:53:12.328133,4.0,MnR,0,0,https://www.google.com/maps/contrib/113910367248189366876/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoeHZqM0NBEAE,"(Translated by Google) If you come to Atlanta, you can't miss the Coca-Cola headquarters. All the explanations are in English, but you can understand it somehow. It's amazing to be able to sample Coca-Cola products from around the world! But I reconfirmed that normal cola is the most delicious. The souvenir corner of Coca-Cola goods is also attractive. The entrance fee seems a little high.  (Original) アトランタに来たならコカコーラ本社は外せますん。説明は全て英語ですが、まぁなんとなくわかる感じです。 世界のコカコーラ製品の試飲ができるのはすごい！でも、普通のコーラが1番美味しいって事を再確認。コカコーラグッズのお土産コーナーも魅力的。 入場料はちょっと高い感じがする。",2 days ago,2023-02-14 16:53:12.329505,4.0,青木美穂子,0,0,https://www.google.com/maps/contrib/108664810796843884183/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoLXRyVEtREAE,5+⭐️,3 days ago,2023-02-14 16:53:12.331023,5.0,JUAN ESTEBAN SACA AGUILAR,0,0,https://www.google.com/maps/contrib/103372946981579294889/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodXJ2MWVnEAE,,3 days ago,2023-02-14 16:53:12.332212,5.0,Mohamed Elwan,0,0,https://www.google.com/maps/contrib/109143077385808491235/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoeXV5T0lBEAE,Amazing place for tourists and locals alike. One of the best places in atlanta,4 days ago,2023-02-14 16:53:12.345674,5.0,Melon,0,0,https://www.google.com/maps/contrib/102909444390173206054/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoaXI3cXJBRRAB,,4 days ago,2023-02-14 16:53:19.632742,5.0,パワーおやじ,0,0,https://www.google.com/maps/contrib/101180831855629169848/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoNHZQcFBnEAE,Wonderful experience! FRIENDLY and energetic staff and you must see everything they have in that phenomenal gift shop!... lovely event space for your corporate parties!,5 days ago,2023-02-14 16:53:19.635048,5.0,Nina Gulizia,0,0,https://www.google.com/maps/contrib/106189327592551703580/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoNHJpTTd3RRAB,Worth a visit. The highlight for me was trying all the drinks from around the world.,5 days ago,2023-02-14 16:53:19.636725,4.0,Matt Jones,0,0,https://www.google.com/maps/contrib/113633405564103657735/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoX0l1ZGFREAE,Must visit while in Atlanta. Tasting bar and souvenir shop visit make the experience worth while.,6 days ago,2023-02-14 16:53:19.647330,5.0,Iqbal Chaudhary,0,0,https://www.google.com/maps/contrib/102217075351910619851/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodk1fMEtnEAE,Cool place,6 days ago,2023-02-14 16:53:19.649610,4.0,Muscles Maloney,0,0,https://www.google.com/maps/contrib/115967593869162735693/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNodk1xaE9REAE,,6 days ago,2023-02-14 16:53:19.651083,4.0,Phillip Hearne,0,0,https://www.google.com/maps/contrib/112089376889725729637/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNnOEtQdTJ3RRAB,Over priced!!,6 days ago,2023-02-14 16:53:19.652547,3.0,JSH,0,0,https://www.google.com/maps/contrib/114586426617016424283/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNobk5Ha1lnEAE,,6 days ago,2023-02-14 16:53:19.654149,5.0,wilson jara,0,0,https://www.google.com/maps/contrib/105409128070092892504/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNobkpxLTVBRRAB,"I went the first time like 7 years ago. Before covid this place was great, but I guess Covid took a lot from here too. But now everything “looks like” back to normal: no mask required , lots and lots of ppl all around you, means… this place is 100% back, so… why they can’t offer the same thing you were offering from before covid? 🤔  First, tickets still fair for a museum, adults:$19. Kids: $15, seniors: $17.  They used to have open coke bar before you enter the first attraction of the museum, Now they don’t. The 3D movie used to be 4D! (Was really, really cool) sadly they have to stop it because of a faulty seat malfunctioning several years ago. So no more moving chairs, sprinkling waters, snow falling, and tingling in your legs😞. Part of the museum was not showing anything at all(bottling part).  And they used to give you a 8onz glass bottle of coke for souvenir, (because of covid) they said. No more of those either. But… -you can buy one in the gift shop…they said🤣  Now… if is your first time going this place still cool to see it, tasting all over the world cokes and get ready to get your kids hyped 😅.",6 days ago,2023-02-14 16:53:19.660577,3.0,GNgFunwKids,0,0,https://www.google.com/maps/contrib/104421820723303729659/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoakl1RnlRRRAB,,a week ago,2023-02-14 16:53:19.663104,5.0,Johan Sttroner,0,0,https://www.google.com/maps/contrib/116815619865675477816/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoaktTcGpRRRAB,,a week ago,2023-02-14 16:53:27.158373,5.0,Mandy Bonifacio,0,0,https://www.google.com/maps/contrib/107276245580237757723/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoOUttdzZnRRAB,Really great place!,a week ago,2023-02-14 16:53:27.159489,5.0,Vlad Filatov,0,0,https://www.google.com/maps/contrib/107038241512135475309/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoMU5Dci13RRAB,,a week ago,2023-02-14 16:53:27.161573,5.0,Kidoong Yi,0,0,https://www.google.com/maps/contrib/117678472406440740560/reviews?hl=en-US
