id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNodm9QVFhnEAE,, 4 hours ago on   Google  ,2023-02-14 17:02:53.140414,5.0,aryan Ghadge,0,0,https://www.google.com/maps/contrib/107723519257936040124/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoMXNLTlNnEAE,Ok, 2 days ago on   Google  ,2023-02-14 17:02:53.141460,3.0,Priyanka Chandra,0,0,https://www.google.com/maps/contrib/104648424994328821078/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoeG9TcEZnEAE,, 2 days ago on   Google  ,2023-02-14 17:02:53.142738,4.0,Mihir Motani,0,0,https://www.google.com/maps/contrib/108660570283720989592/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoc3EtZkVnEAE,Rooms are old and ill maintained but staff and food as well as the location is awesome.., 4 days ago on   Google  ,2023-02-14 17:02:53.144688,5.0,Nature,0,0,https://www.google.com/maps/contrib/109329657433913599637/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNod3FPQ2Z3EAE,"This like a Lodge, Not a Resort, i booked for 3 nights, i stay only one Night, and shifted to MTDC , don't tried.", 5 days ago on   Google  ,2023-02-14 17:02:53.146289,1.0,Pramod Gosavi,0,0,https://www.google.com/maps/contrib/101574277315031363947/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoX0t5MXJnRRAB,Hotel is very good Food is excellent Staff is co oprative & helpfull Spcl sanjay & shailesh bhai  Plz renovated the rooms, 6 days ago on   Google  ,2023-02-14 17:02:53.149824,5.0,Mansukhlal Shah,0,0,https://www.google.com/maps/contrib/111502168116807733378/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoN09PbmJBEAE,, 6 days ago on   Google  ,2023-02-14 17:02:53.151395,4.0,Dattatray Chavan,0,0,https://www.google.com/maps/contrib/111395533727849185003/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodFBlcXNnRRAB,, a week ago on   Google  ,2023-02-14 17:02:53.152703,3.0,Rupesh Gala,0,0,https://www.google.com/maps/contrib/106104012523145761521/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCOV9xSHh3RRAB,Lovely hotels  in mahabaleshwar, a week ago on   Google  ,2023-02-14 17:02:53.154416,5.0,Ojas Moilydeva,0,0,https://www.google.com/maps/contrib/102677889025383842179/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCczRiaGlRRRAB,"Not worth,the rooms were below average. Not recommended at al.", 2 weeks ago on   Google  ,2023-02-14 17:02:53.155858,1.0,Balbir Singh,0,0,https://www.google.com/maps/contrib/106328786606952722021/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCaDRfcnB3RRAB,, 2 weeks ago on   Google  ,2023-02-14 17:03:00.314117,3.0,Sneha Patteri,0,0,https://www.google.com/maps/contrib/111672855192664968562/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCbThIbW5BRRAB,Nice location.  Food is good. But want some improvement  in premise., 2 weeks ago on   Google  ,2023-02-14 17:03:00.315841,5.0,Shankar Pawar,0,0,https://www.google.com/maps/contrib/116903674950358849574/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURCbTk2X0RREAE,"Good hospitality, co operative staff,clean room, highly recommend", 2 weeks ago on   Google  ,2023-02-14 17:03:00.317676,5.0,Tamnna Arab,0,0,https://www.google.com/maps/contrib/100297168400750020174/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCbTk2SnNRRRAB,"Nice hospitality,co operative staff,clean room, amazing stay... highly recommended", 2 weeks ago on   Google  ,2023-02-14 17:03:00.323730,5.0,Muni sidik,0,0,https://www.google.com/maps/contrib/112306903539043291836/reviews?hl=en-US
