id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUN1ek1fd29BRRAB,"Some cherished memories wrapped up at Bella Vista. The staff is very Warm and Affectionate. The rooms are clean, hygienic and have excellent view. Food is amazing and delicious. Ample of place, excellent facilities and beautiful scenery views. Overall it was a pleasant and comfortable stay. Best part I liked was that they offered water bottles to be carried back for our travel, never experienced this before in any of the hotels.", 6 months ago on   Google  ,2023-02-13 14:38:35.951646,5.0,Parminder Mudaliyar,0,0,https://www.google.com/maps/contrib/102501410114757095890/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCNmVtZDRBRRAB,Great Experience here. Rooms are spacious with clean toilets. Staff is very polite and helpful. Food is good in taste as well as quantity. Their Gardens are beautiful and very well maintained with many beautiful flowers. Kids play area is …, a month ago on   Google  ,2023-02-13 14:38:35.952872,5.0,Karan Chhabria,0,0,https://www.google.com/maps/contrib/117352236657770958993/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURPNThfQjZBRRAB,"I generally dont give reviews as I am too lazy for it. But I am taking time to give review for this resort because of all the excellent service they gave to us. Starting with the resort, it is one of the beautiful places to live. We had …", 6 months ago on   Google  ,2023-02-13 14:38:35.953995,5.0,chandni desai,0,0,https://www.google.com/maps/contrib/118429297684201479296/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURCMTZMR1ZREAE,Loved staying here for our anniversary. The place is beautiful with a wonderful valley view and full of greenery. The hotel stuff is very friendly and helpful. Rooms are clean. They even provided us with a complimentary cake which is a great gesture., a week ago on   Google  ,2023-02-13 14:38:35.955115,5.0,Debjani Dey,0,0,https://www.google.com/maps/contrib/103303975720589708048/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNlaVlhXzVBRRAB,Exceptional resort. Value for money and very genuine staff. Superb rooms and view. Location is also perfect. Great food quality in restaurant. Dheeraj in restaurant was really helpful and prompt with service. Highly recommended., 4 months ago on   Google  ,2023-02-13 14:38:35.956174,5.0,Yashvardhan Chamaria,0,0,https://www.google.com/maps/contrib/101120060097947593642/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQtMkxxYndBRRAB,"We stayed last year for a Marriage event. The place is too good, a bit costly though but totally worst.  When we stayed we used childrens room  and kids almost spend 4+ hours in the care of hotel staff.  The staff is really helpful and polite.  they have ample amount of gardens to click photos.  Plan min 3 - 4 days stays.", 2 months ago on   Google  ,2023-02-13 14:38:35.957453,5.0,Mahesh Kulkarni,0,0,https://www.google.com/maps/contrib/115711298630650079359/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUMtNGRmZFpnEAE,"Visited in November '22. The resort spreads across a wide area and has a lot of amenities. Its right on the highway of new mahabaleshwar. There are many pay areas for kids, swimming pool, viewing decks for sunset, lawns and family picnic. If you are someone who is not into crowded touristy places, you can visit this resort and have a good time in the resort itself. Great for family, couples and friends. Also rooms are very clean and well maintained. Staff is very polite and helpful. The breakfast spead in huge - a lot of variety so added kudos for that.", 3 months ago on   Google  ,2023-02-13 14:38:35.958591,5.0,tuhina singh,0,0,https://www.google.com/maps/contrib/114736389075664422030/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCN3RHc0l3EAE,The best resort in Mahabaleshwar. The staff is very polite and helpful. The receptionist are kind and humble. Plus the views and construction of this resort was perfect too. I enjoyed every minute of staying in this resort. Looking forward to visit soon., a month ago on   Google  ,2023-02-13 14:38:35.960148,5.0,Ansh Gupta,0,0,https://www.google.com/maps/contrib/111155637100777901815/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNleXEtbWpnRRAB,"This place is one of the best in Mahabaleshwar. Built on valley or slope with rooms facing the city, hillside and valley. Valley ones being the most expensive. The architecture is outstanding with sit outs in every corner, swimming pool with an artificial waterfall and proper shower and changing rooms, kids play room with variety of toys and outdoor park where kids/elders can swing and have fun.  They have ample parking space, a restaurant with has a decent menu and pricing is on higher side. The breakfast spead is very good with mix of Indian and English spread. The staff is very courteous and ready to help. 24 hours food is available.  Overall of your agenda is to spend time with family, have kids who need attention and you are kids in the inside then this is the best place for you.", 5 months ago on   Google  ,2023-02-13 14:38:35.961522,5.0,Sourav RS,0,0,https://www.google.com/maps/contrib/101152104322685024263/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNlcWVMMFVREAE,"Our stay was just awesome.  Asked for early check in without notice & they (front desk yash ajay kanchan) took care very well.  Rooms were spacious, clean and met our expectations.  Property is very good with all amenities working, all wings are surrounded by greenery. Pool is very good with artificial water fall. They have special karaoke and kids hall.  Breakfast was a feast (buffet with table service) 5/5, we also enjoyed dinner with live music (must try).  Property serves some dishes 24/7 @room (never seen before anywhere) .  Staff was very polite, co-operative and professional.  This property is highly recommended.  Go for it.", 4 months ago on   Google  ,2023-02-13 14:38:35.963014,5.0,tejas vyas,0,0,https://www.google.com/maps/contrib/107163831622254693673/reviews?hl=en-US
