id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURJdzVtSVBnEAE,,a day ago,2023-01-10 09:54:42.889468,3.0,Ana Belen Fernandez,0,0,https://www.google.com/maps/contrib/107294325795747806680/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXMEpYbGVREAE,"(Translated by Google) As always when we go, great  (Original) …",3 days ago,2023-01-10 09:54:42.890768,4.0,Marisa Ortega,0,0,https://www.google.com/maps/contrib/115137704675824711177/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCdTYzQ3BBRRAB,(Translated by Google) Andalusian tapas tavern in Vitoria which is curious.  (Original) …,4 days ago,2023-01-10 09:54:42.891912,3.0,nati contreras,0,0,https://www.google.com/maps/contrib/100048470003601553317/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCMjc2UWd3RRAB,,4 days ago,2023-01-10 09:54:42.893166,5.0,Ainhoa LARREINA ORTIZ DE MENDIBIL,0,0,https://www.google.com/maps/contrib/105722685282792160882/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCcTdlQklnEAE,,5 days ago,2023-01-10 09:54:42.894369,4.0,Silvia E,0,0,https://www.google.com/maps/contrib/101861281409579506400/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCc19LNS13RRAB,"(Translated by Google) Normal, not going back. By the way, they don't make coffee …",6 days ago,2023-01-10 09:54:42.895490,3.0,Joan Ballart,0,0,https://www.google.com/maps/contrib/111952920615358077020/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCOWRXSjJnRRAB,(Translated by Google) Fair restaurant. Being in Vitoria in the Basque Country leaves much to be desired. I do not recommend it …,a week ago,2023-01-10 09:54:42.896634,2.0,judith rius,0,0,https://www.google.com/maps/contrib/115028300940276910186/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCX3NmX3JRRRAB,"(Translated by Google) Nice place, good food, friendly service. Few pintxos at the bar but the ones we ordered weren't bad. Well no more. …",a week ago,2023-01-10 09:54:42.897770,4.0,Ismael Bueno,0,0,https://www.google.com/maps/contrib/107758470433243638894/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCdnFyWVh3EAE,,2 weeks ago,2023-01-10 09:54:42.898840,5.0,miguel alvarado,0,0,https://www.google.com/maps/contrib/111745882768945210328/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCM3FlTkJREAE,"(Translated by Google) Good service, good portions. Quality = price. …",2 weeks ago,2023-01-10 09:54:42.899878,4.0,Rocio Martinez Gil,0,0,https://www.google.com/maps/contrib/108860192881338437118/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCLXNPZnlRRRAB,(Translated by Google) Restaurant well located in the center very good food and good service …,2 weeks ago,2023-01-10 09:54:50.623414,4.0,Txemi Castellanos,0,0,https://www.google.com/maps/contrib/107943541640923134903/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCaXJEc2RnEAE,(Translated by Google) The waiters are very friendly. The squid rings with ali-oli are very good. …,2 weeks ago,2023-01-10 09:54:50.625380,5.0,A B,0,0,https://www.google.com/maps/contrib/107548718541993496894/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCOHBXbC1nRRAB,(Translated by Google) a cozy dining room  (Original) Un acogedor comedor,2 weeks ago,2023-01-10 09:54:50.626614,5.0,Jose Ramon Arrasate,0,0,https://www.google.com/maps/contrib/106829187966702542287/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCak9yN0N3EAE,,3 weeks ago,2023-01-10 09:54:50.627863,4.0,Ana Pagola,0,0,https://www.google.com/maps/contrib/108786917945989145262/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCaUxQenZBRRAB,,3 weeks ago,2023-01-10 09:54:50.629108,5.0,PolssusSP,0,0,https://www.google.com/maps/contrib/105114535227492220248/reviews?hl=en-US
